id,description,type,coverage,alphaCount
max_ebit_guidance,The maximum guidance value for Earnings Before Interest and Taxes (EBIT) on an annual basis.,MATRIX,1.0,102
max_ebitda_guidance,"The maximum guidance value for Earnings Before Interest, Taxes, Depreciation, and Amortization (EBITDA) on an annual basis.",MATRIX,1.0,66
max_financing_cashflow_guidance,Cash Flow From Financing - Maximum guidance value,MATRIX,1.0,58
max_free_cash_flow_guidance,The maximum guidance value for Free Cash Flow on an annual basis.,MATRIX,1.0,67
max_free_cashflow_guidance,The maximum guidance value for Free Cash Flow.,MATRIX,1.0,142
max_free_cashflow_per_share_guidance,The maximum guidance value for free cash flow per share.,MATRIX,1.0,101
max_gross_income_guidance,The maximum guidance value for Gross Income.,MATRIX,1.0,62
max_gross_income_guidance_2,The maximum guidance for Gross Income on an annual basis.,MATRIX,1.0,43
max_investing_cashflow_guidance,The maximum guidance value for Cash Flow from Investing.,MATRIX,1.0,50
max_investing_cashflow_guidance_2,The maximum guidance value for Cash Flow from Investing activities on an annual basis.,MATRIX,1.0,70
max_net_debt_guidance,The maximum guidance value for Net Debt on an annual basis.,MATRIX,1.0,99
max_net_income_guidance,The maximum guidance value for net profit.,MATRIX,1.0,142
max_net_profit_guidance,The maximum guidance value for net profit on an annual basis.,MATRIX,1.0,61
max_net_profit_quarterly_estimate,The highest broker estimate for net profit in the current quarter.,MATRIX,0.9409,7
max_operating_cashflow_guidance,The maximum guidance value for Cash Flow from Operations.,MATRIX,1.0,95
max_operating_cashflow_guidance_2,The maximum guidance value for Cash Flow from Operations on an annual basis.,MATRIX,1.0,51
max_pretax_profit_guidance,The maximum guidance value for Pretax income on an annual basis.,MATRIX,1.0,70
max_reported_eps_guidance,Reported Earnings Per Share - Maximum guidance value,MATRIX,1.0,67
max_reported_eps_guidance_2,Reported Earnings Per Share - Maximum guidance value for the annual period,MATRIX,1.0,44
max_reported_pretax_income_guidance,Reported Pretax income- maximum guidance value,MATRIX,1.0,56
max_reported_pretax_income_guidance_2,Reported Pretax income- maximum guidance value,MATRIX,1.0,126
max_reported_pretax_profit_quarterly_estimate,The highest broker estimate for reported pretax profit in the current quarter.,MATRIX,0.4519,5
max_research_development_expense_guidance,The maximum guidance value for Research and Development Expense.,MATRIX,1.0,70
max_selling_general_admin_guidance,"The maximum guidance value for Selling, General & Administrative Expense",MATRIX,1.0,82
max_share_buyback_guidance,Maximum guidance value for Shares Basic - Annual,MATRIX,1.0,61
max_shareholders_equity_guidance,The maximum guidance value for Total Shareholders' Equity.,MATRIX,1.0,219
max_shares_outstanding_guidance,The maximum guidance for Shares,MATRIX,1.0,73
max_stock_option_expense_guidance,Stock option expense - Maximum guidance value for the annual period,MATRIX,1.0,68
max_tangible_book_value_per_share_guidance,Tangible Book Value per Share - maximum guidance value,MATRIX,1.0,109
max_total_assets_guidance,The maximum guidance value for Total Assets.,MATRIX,1.0,86
max_total_assets_guidance_2,The maximum guidance value for Total Assets,MATRIX,1.0,126
max_total_assets_quarterly_estimate,The highest broker estimate for total assets in the current quarter.,MATRIX,0.7048,4
max_total_goodwill_guidance,The maximum guidance value for Total Goodwill.,MATRIX,1.0,80
max_total_goodwill_guidance_2,The maximum guidance value for Total Goodwill on an annual basis.,MATRIX,1.0,66
maximum_guidance_value,Maximum guidance value for basic annual financials,VECTOR,0.5848,199
median_free_cash_flow_quarterly_estimate,The median broker estimate for free cash flow in the current quarter.,MATRIX,0.5519,12
median_sales_estimate,Sales - median of estimations,MATRIX,1.0,170
min_adj_net_income_quarterly_estimate,The lowest broker estimate for adjusted net profit in the current quarter.,MATRIX,0.8557,20
min_adjusted_funds_from_operations_adj_guidance,Minimum guidance value for Adjusted funds from operation,MATRIX,1.0,54
min_adjusted_funds_from_operations_guidance,Funds from operation - minimum guidance value,MATRIX,1.0,48
min_adjusted_funds_from_operations_guidance_2,Adjusted funds from operation - minimum guidance for the annual period,MATRIX,1.0,64
min_adjusted_net_income_guidance,Adjusted net income - minimum guidance value,MATRIX,1.0,4301
min_basic_shares_guidance,Shares Basic - Minimum guidance value,MATRIX,1.0,90
min_book_value_per_share_guidance,Book value per share - minimum guidance value for the annual period,MATRIX,1.0,59
min_capex_guidance,Minimum guidance value for Capital Expenditures,MATRIX,1.0,88
min_capital_expenditure_guidance,Minimum guidance value for Capital Expenditures,MATRIX,1.0,40
min_custom_eps_guidance,Custom Earnings per share - Minimum guidance value,MATRIX,1.0,39
min_customized_eps_guidance,Customized Earnings per share - Minimum guidance value for the annual period,MATRIX,1.0,55
min_ebit_guidance,Minimum guidance value for Earnings Before Interest and Taxes (EBIT),MATRIX,1.0,118
min_ebit_guidance_2,Minimum guidance value for Earnings Before Interest and Taxes (EBIT) on an annual basis.,MATRIX,1.0,94
min_ebitda_guidance,"Minimum guidance value for Earnings Before Interest, Taxes, Depreciation, and Amortization (EBITDA) - Annual",MATRIX,1.0,35
min_financing_cashflow_guidance,Minimum guidance value for Cash Flow From Financing,MATRIX,1.0,46
min_financing_cashflow_guidance_2,Minimum guidance value for Cash Flow From Financing on an annual basis,MATRIX,1.0,56
min_free_cash_flow_guidance,The minimum guidance value for Free Cash Flow on an annual basis.,MATRIX,1.0,43
min_free_cash_flow_per_share_guidance,Free cash flow per share - minimum guidance value for the annual period,MATRIX,1.0,62
min_free_cash_flow_per_share_quarterly_estimate,The lowest broker estimate for free cash flow per share in the current quarter.,MATRIX,0.3782,14
min_free_cashflow_guidance,Minimum guidance value for Free Cash Flow,MATRIX,1.0,77
min_free_cashflow_per_share_guidance,Free cash flow per share - minimum guidance value,MATRIX,1.0,55
min_funds_from_operations_guidance,Funds from operation - minimum guidance value for annual period,MATRIX,1.0,54
min_gross_income_guidance,The minimum guidance value for Gross Income.,MATRIX,1.0,67
min_gross_income_guidance_2,The minimum guidance for Gross Income on an annual basis.,MATRIX,1.0,31
min_gross_income_quarterly_estimate,The lowest broker estimate for gross income in the current quarter.,MATRIX,0.6803,6
min_investing_cashflow_guidance,Cash Flow From Investing - Minimum guidance value,MATRIX,1.0,67
min_investing_cashflow_guidance_2,Cash Flow From Investing - Minimum guidance value for the annual period,MATRIX,1.0,70
min_net_debt_guidance,The minimum guidance value for Net Debt on an annual basis.,MATRIX,1.0,119
min_net_income_guidance,Net profit - minimum guidance value,MATRIX,1.0,180
min_net_profit_guidance,Minimum guidance value for Net Profit on an annual basis,MATRIX,1.0,48
min_operating_cashflow_guidance,Minimum guidance value for Cash Flow from Operations,MATRIX,1.0,68
min_pretax_profit_guidance,Minimum guidance value for Pretax income,MATRIX,1.0,61
min_pretax_profit_guidance_2,The minimum guidance value for Pretax income on an annual basis.,MATRIX,1.0,87
min_reported_eps_guidance,Reported Earnings Per Share - Minimum guidance value for the annual period,MATRIX,1.0,33
min_reported_eps_quarterly_estimate,The lowest broker estimate for reported earnings per share in the current quarter.,MATRIX,0.8623,8
min_research_development_expense_guidance,Minimum guidance value for Research & Development Expense,MATRIX,1.0,75
min_research_development_expense_guidance_2,Minimum guidance value for Research & Development Expense on an annual basis,MATRIX,1.0,30
min_sg_and_a_expense_guidance,"Selling, General & Administrative Expense - Minimum guidance value",MATRIX,1.0,45
min_share_buyback_guidance,Shares Basic - Minimum guidance value for the annual period,MATRIX,1.0,59
min_share_count_guidance,Minimum guidance for shares on an annual basis,MATRIX,1.0,74
min_shareholders_equity_guidance,Minimum guidance value for Shareholders' Equity,MATRIX,1.0,77
min_shares_outstanding_guidance,Minimum guidance value for Shares,MATRIX,1.0,58
min_stock_option_expense_guidance,Stock option expense - minimum guidance value,MATRIX,1.0,120
min_stock_option_expense_guidance_2,Minimum guidance value for stock option expense on an annual basis,MATRIX,1.0,56
min_tangible_book_value_per_share_guidance,Tangible Book Value per Share - minimum guidance value,MATRIX,1.0,58
min_tangible_book_value_per_share_guidance_2,Tangible Book Value per Share - Minimum guidance value,MATRIX,1.0,103
min_total_assets_guidance,Minimum guidance value for Total Assets,MATRIX,1.0,26
min_total_assets_guidance_2,Minimum guidance value for Total Assets on an annual basis,MATRIX,1.0,54
min_total_goodwill_guidance,Total Goodwill - The lowest guidance value,MATRIX,1.0,48
minimum_guidance_value,Minimum guidance value for basic annual financials,VECTOR,0.5848,151
net_debt_actual_value,Net debt- announced financial value,MATRIX,0.3883,171
net_debt_amount,Net debt - actual value for the annual period,MATRIX,0.6849,251
net_debt_avg,"Average net debt, calculated as total debt minus cash.",MATRIX,0.3728,129
net_debt_max,"Highest estimate of net debt, calculated as total debt minus cash.",MATRIX,0.3728,18
net_debt_max_guidance_qtr,Maximum guidance value for Net Debt,MATRIX,1.0,115
net_debt_median,"Median value of net debt, calculated as total debt minus cash.",MATRIX,0.3728,17
net_debt_min,"Lowest estimate of net debt, calculated as total debt minus cash.",MATRIX,0.3728,16
net_debt_min_guidance_qtr,Minimum guidance value for Net Debt,MATRIX,1.0,104
net_debt_reported_value,Net Debt value for the quarter,MATRIX,0.3883,132
net_income_adjusted,Adjusted net income- announced financial value for annual frequency,MATRIX,0.9134,459
net_income_avg,Average net profit after all expenses and taxes.,MATRIX,0.9409,103
net_income_median,Median value of net profit after all expenses and taxes.,MATRIX,0.9409,51
net_income_min,Lowest estimate of net profit after all expenses and taxes.,MATRIX,0.9409,21
net_income_stddev,Standard deviation of net profit estimates.,MATRIX,0.6943,43
net_income_total_2,Net profit- announced financial value for annual data,MATRIX,0.9728,259
net_profit_adjusted_min_guidance,The minimum guidance value for adjusted net profit on an annual basis.,MATRIX,1.0,35
net_profit_adjusted_value,Adjusted net income- announced financial value,MATRIX,0.9312,203
net_profit_reported_value,Net profit- announced financial value,MATRIX,1.0,110
num_adj_net_income_est,"Number of estimates for adjusted net profit, excluding non-recurring items.",MATRIX,0.8557,55
num_book_value_per_share_est,Number of estimates for book value per share.,MATRIX,0.4056,72
num_capex_est,Number of estimates for capital expenditures.,MATRIX,0.6442,14
num_cashflow_financing_est,Number of estimates for cash flows from financing activities.,MATRIX,0.5374,4
num_cashflow_investing_est,Number of estimates for cash flows from investing activities.,MATRIX,0.5442,5
num_ebit_est,Number of estimates for operating profit before interest and taxes.,MATRIX,0.9061,36
num_ebitda_estimates_quarter,The count of broker estimates for EBITDA in the current quarter.,MATRIX,0.7649,25
num_eps_reported_est,Number of estimates for reported earnings per share.,MATRIX,0.8623,118
num_free_cashflow_est,Number of estimates for free cash flow.,MATRIX,0.5519,13
num_free_cashflow_per_share_est,Number of estimates for free cash flow per share.,MATRIX,0.3782,83
num_gross_income_est,Number of estimates for gross income.,MATRIX,0.6803,19
num_net_debt_est,Number of estimates for net debt.,MATRIX,0.3728,7
num_net_income_est,Number of estimates for net profit after all expenses and taxes.,MATRIX,0.9409,229
num_op_cash_flow_est,Number of estimates for cash flow from operations.,MATRIX,0.6195,23
num_pretax_income_est,Number of estimates for profit before taxes.,MATRIX,0.9083,63
num_pretax_income_reported_est,"Number of estimates for reported profit before taxes, including exceptional items.",MATRIX,0.4519,21
num_rnd_expense_est,Number of estimates for research and development expenses.,MATRIX,0.3709,14
num_sga_estimates_quarter,"The count of broker estimates for selling, general, and administrative expenses in the current quarter.",MATRIX,0.5475,10
num_shareholders_equity_est,Number of estimates for owners’ equity after liabilities.,MATRIX,0.7264,6
num_total_assets_est,Number of estimates for total assets.,MATRIX,0.7048,7
num_total_goodwill_estimates_quarter,The count of broker estimates for total goodwill in the current quarter.,MATRIX,0.435,4
op_cash_flow_avg,Average cash generated from core business operations.,MATRIX,0.6195,153
op_cash_flow_max,Highest estimate of cash generated from core business operations.,MATRIX,0.6195,82
op_cash_flow_median,Median value of cash generated from core business operations.,MATRIX,0.6195,59
op_cash_flow_min,Lowest estimate of cash generated from core business operations.,MATRIX,0.6195,43
op_cash_flow_stddev,Standard deviation of operating cash flow estimates.,MATRIX,0.2734,83
operating_cashflow_reported_value,Cash Flow from Operations - Value,MATRIX,0.5809,888
operating_profit_before_depr_amort,EBITDA value - Annual,MATRIX,0.8252,96
operating_profit_before_depr_amort_max_guidance_qtr,"Max guidance value for Earnings before interest, taxes, depreciation and amortization",MATRIX,1.0,229
operating_profit_before_depr_amort_min_guidance_qtr,"Minimum guidance value for Earnings before interest, taxes, depreciation and amortization",MATRIX,1.0,253
operating_profit_before_interest_tax,Earnings Before Interest and Taxes (EBIT) - Actual Value,MATRIX,0.9274,219
operating_profit_max_guidance_qtr,The maximum guidance value for Earnings Before Interest and Taxes.,MATRIX,1.0,317
pretax_income_actual_reported_value,Reported Pretax income- announced financial value,MATRIX,0.42,33
pretax_income_max,Highest estimate of profit before taxes.,MATRIX,0.9083,11
pretax_income_max_guidance_qtr,The maximum guidance value for Pretax income.,MATRIX,1.0,132
pretax_income_median,Median value of profit before taxes.,MATRIX,0.9083,27
pretax_income_min,Lowest estimate of profit before taxes.,MATRIX,0.9083,13
pretax_income_reported,Reported Pretax income - actual value for the annual fiscal period,MATRIX,0.5585,25
pretax_income_reported_avg,"Average reported profit before taxes, including exceptional items.",MATRIX,0.4519,8
pretax_income_reported_median,"Median reported profit before taxes, including exceptional items.",MATRIX,0.4519,44
pretax_income_reported_min,"Lowest estimate of reported profit before taxes, including exceptional items.",MATRIX,0.4519,2
pretax_income_reported_min_guidance,Reported Pretax income - minimum guidance value,MATRIX,1.0,91
pretax_income_reported_min_guidance_qtr,Reported Pretax income- minimum guidance value,MATRIX,1.0,156
pretax_income_reported_value,Reported Pretax income - actual value for the quarter,MATRIX,0.42,38
pretax_income_standalone_value,Pretax Profit - actual value for the quarter,MATRIX,0.9431,328
pretax_income_stddev,"Standard deviation of profit before taxes, showing estimate dispersion.",MATRIX,0.643,41
pretax_income_total,Pretax Profit - Value for the annual period,MATRIX,0.9405,69
previous_guidance_estimate,The previous estimation of financial item - annual frequency,VECTOR,0.0,0
previous_guidance_value_annual,The previous estimation of finanicial item,VECTOR,0.0,0
previous_quarterly_guidance_estimate,The previous estimation of finanicial item,VECTOR,0.0,0
previous_recommendation_value,The previous estimation of financial item for recommendation,VECTOR,0.0,0
reporting_currency_code_9,Home currency of instrument,MATRIX,1.0,1047
research_development_expense,Research & Development Expense - Actual Value (Annual),MATRIX,0.3766,99
research_development_expense_actual_value,Research and Development Expense- announced financial value,MATRIX,0.3797,52
research_development_expense_reported_value,Research & Development (Income Statement) Value in Millions,MATRIX,0.3797,45
research_development_max_guidance,The maximum guidance value for Research and Development Expense on an annual basis.,MATRIX,1.0,46
rnd_expense_avg,Average research and development expenses.,MATRIX,0.3709,103
rnd_expense_max,Highest estimate of research and development expenses.,MATRIX,0.3709,14
rnd_expense_median,Median value of research and development expenses.,MATRIX,0.3709,19
rnd_expense_min,Lowest estimate of research and development expenses.,MATRIX,0.3709,5
sales_estimate_average,Sales - mean of estimations with a delay of 1 quarter,MATRIX,1.0,329
sales_estimate_average_annual,Sales - mean of estimations,MATRIX,1.0,201
sales_estimate_average_quarterly,Sales - mean of estimations,MATRIX,1.0,201
sales_estimate_count,Sales - number of estimations,MATRIX,1.0,2738
sales_estimate_count_2,Number of Sales estimates,MATRIX,1.0,195
sales_estimate_count_quarterly,Sales - number of estimations,MATRIX,1.0,2478
sales_estimate_dispersion,Standard deviation of Sales estimations for the annual period.,MATRIX,0.6792,134
sales_estimate_maximum,Sales - The highest estimation,MATRIX,1.0,273
sales_estimate_maximum_quarterly,Sales - The highest estimation,MATRIX,1.0,188
sales_estimate_median_quarterly,Sales - median of estimations,MATRIX,1.0,160
sales_estimate_median_value,Sales - Median value among forecasts,MATRIX,1.0,139
sales_estimate_minimum,Sales - The lowest estimation,MATRIX,1.0,114
sales_estimate_minimum_quarterly,Sales - The lowest estimation,MATRIX,1.0,155
sales_estimate_standard_deviation,Sales - standard deviation of estimations,MATRIX,0.7259,800
sales_estimate_stddev_quarterly,Standard deviation of Sales estimations,MATRIX,0.7259,880
sales_estimate_value,Sales - Estimated value,VECTOR,0.9931,60
sales_guidance_value,Sales - Guidance value for the annual period,MATRIX,0.4262,335
sales_guidance_value_quarterly,Sales - guidance value,MATRIX,0.3262,90
sales_max_guidance_quarterly,The maximum guidance value for sales.,MATRIX,1.0,391
sales_max_guidance_value,Maximum guidance value for annual sales,MATRIX,1.0,69
sales_min_guidance_quarterly,Minimum guidance value for Sales,MATRIX,1.0,404
sales_min_guidance_value,Minimum sales guidance for the annual period.,MATRIX,1.0,57
sales_previous_estimate_value,The previous estimation of Sales,VECTOR,0.9867,39
selling_general_admin_expense,"Selling, General & Administrative Expense Value",MATRIX,0.6346,77
selling_general_admin_expense_actual_value,"Selling, General & Administrative Expense - actual value",MATRIX,0.6163,74
selling_general_admin_expense_max_guidance_qtr,"Selling, General & Admin Expenses - Maximum guidance value",MATRIX,1.0,60
selling_general_admin_expense_reported_value,"Selling, General & Administrative Expense value",MATRIX,0.6163,91
sg_and_a_expense_avg,"Average selling, general, and administrative expenses.",MATRIX,0.5475,8
sg_and_a_expense_max,"Highest estimate of selling, general, and administrative expenses.",MATRIX,0.5475,1
sg_and_a_expense_median,"Median value of selling, general, and administrative expenses.",MATRIX,0.5475,5
sg_and_a_expense_min,"Lowest estimate of selling, general, and administrative expenses.",MATRIX,0.5475,6
sg_and_admin_min_guidance_value,"Minimum guidance value for Selling, General & Administrative Expense on an annual basis.",MATRIX,1.0,48
shareholders_equity_actual_value,Shareholders' Equity - Total Value,MATRIX,0.6951,190
shareholders_equity_avg,Average owners’ equity after liabilities.,MATRIX,0.7264,11
shareholders_equity_max,Highest estimate of owners’ equity after liabilities.,MATRIX,0.7264,9
shareholders_equity_max_guidance,The maximum guidance value for Shareholder's Equity on an annual basis.,MATRIX,1.0,122
shareholders_equity_median,Median value of owners’ equity after liabilities for the period.,MATRIX,0.7264,6
shareholders_equity_min,Lowest estimate of owners’ equity after liabilities for the period.,MATRIX,0.7264,23
shareholders_equity_min_guidance,Minimum guidance value for Share Equity,MATRIX,1.0,66
shareholders_equity_reported_value,Shareholders' Equity - Total Value,MATRIX,0.6951,140
shareholders_equity_stddev,Standard deviation of owners’ equity estimates.,MATRIX,0.3384,2
shareholders_equity_total_2,Shareholder's Equity - Total Value,MATRIX,0.8469,54
shares_outstanding_max_guidance,Maximum guidance value for Shares,MATRIX,1.0,144
stddev_gross_income_quarterly_estimate,The standard deviation of broker estimates for gross income in the current quarter.,MATRIX,0.4421,59
stddev_rd_expense_quarterly_estimate,The standard deviation of broker estimates for research and development expense in the current quarter.,MATRIX,0.2633,3
stddev_reported_eps_quarterly_estimate,The standard deviation of broker estimates for reported earnings per share in the current quarter.,MATRIX,0.5649,123
stddev_sga_expense_quarterly_estimate,"The standard deviation of broker estimates for selling, general, and administrative expenses in the current quarter.",MATRIX,0.3387,7
stock_option_expense_max_guidance_qtr,Stock option expense - maximum guidance value,MATRIX,1.0,59
tangible_book_value_per_share_max_guidance,Tangible Book Value per Share - Maximum guidance value,MATRIX,1.0,304
total_assets_amount,Total Assets - actual value,MATRIX,0.8035,387
total_assets_median,Median value of total assets owned by the company.,MATRIX,0.7048,56
total_assets_min,Lowest estimate of total assets owned by the company.,MATRIX,0.7048,7
total_assets_reported_value,Total Assets - actual value,MATRIX,0.6486,320
total_assets_stddev,Standard deviation of total assets estimates.,MATRIX,0.3199,24
total_goodwill_actual_value,Total Goodwill - announced financial value,MATRIX,0.3761,165
total_goodwill_amount,Total Goodwill - Value,MATRIX,0.5285,41
total_goodwill_avg,Average value of goodwill assets for the period.,MATRIX,0.435,9
total_goodwill_max,Highest estimate of goodwill assets for the period.,MATRIX,0.435,9
total_goodwill_median,Median value of goodwill assets for the period.,MATRIX,0.435,9
total_goodwill_min,Lowest estimate of goodwill assets for the period.,MATRIX,0.435,9
total_goodwill_reported_value,Total Goodwill - Actual Value in Millions,MATRIX,0.3761,98
